model,serial,chassis_serial,disk,cpu,mem,gpu
PowerEdgeFC630,HB9XGB2,HC1RGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HB9ZGB2,HC1RGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBF1HB2,HBJPGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBDZGB2,HBJPGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBF2HB2,HBJPGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBF0HB2,HBJPGB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFNGB2,HC32HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFLGB2,HC32HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFPGB2,HC32HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFMGB2,HC32HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFTGB2,HC33HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFRGB2,HC33HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFQGB2,HC33HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,HBFSGB2,HC33HB2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ55105BQ,MXQ55105BQ,"4x VK0480GEPQP (SATA - 447.13 GB),1x VK000480GWTHA (SATA - 447.13 GB),1x VK000480GWSRR (SATA - 447.13 GB),6x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ609024Y,MXQ609024Y,"6x VK0480GEPQP (SATA - 447.13 GB),6x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ609024W,MXQ609024W,"4x VK0480GEPQP (SATA - 447.13 GB),3x LO0800KEFJR (NVMe - 745.21 GB),1x LO0800KEFJR (y - 745.21 GB),2x MO1600KEFHQ (NVMe - 1.46 TB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ6210521,MXQ6210521,"4x VK0480GEPQP (SATA - 447.13 GB),2x VK000480GWTHA (SATA - 447.13 GB),6x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ609024G,MXQ609024G,"6x VK0480GEPQP (SATA - 447.13 GB),6x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ609024T,MXQ609024T,"4x VK0480GEPQP (SATA - 447.13 GB),4x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ6210523,MXQ6210523,"4x VK0480GEPQP (SATA - 447.13 GB),2x VK000480GWTHA (SATA - 447.13 GB),6x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ8XK2,JQZCXK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ9HK2,JQZCXK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ8HK2,JQZCXK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ9XK2,JQZCXK2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,8968RP2,8986RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,8969RP2,8986RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,7XS51Q2,7XG11Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,7XS41Q2,7XG11Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,7XSZ0Q2,7XG11Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,J9RKRP2,J9RF0Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,J9RLRP2,J9RF0Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,8958RP2,8979RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,8959RP2,8979RP2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,7XT21Q2,7XG21Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,7XT01Q2,7XG21Q2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,6NCBS52,7XG21Q2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4N5R2S2,4N5N2S2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,4N5S2S2,4N5N2S2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,H7KSTQ2,HFVSTQ2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,6LS6MR2,6LKCMR2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,6LS5MR2,6LKCMR2,2x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZKT0Q2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,1HNW4R2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZKX0Q2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZKV0Q2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZKY0Q2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZKW0Q2,CZNT0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,DR56DH2,CZNT0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB651Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB731Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB711Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB631Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB741Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB721Q2,HBP31Q2,1x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB701Q2,HBP31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51DYKH2,HBQ31Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51D5LH2,HBQ31Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51DWKH2,HBQ31Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HB641Q2,HBQ31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,51DXKH2,HBQ31Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,HBG21Q2,HBQ31Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,DR66DH2,HBQ31Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ7HK2,JQZCHL2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ6XK2,JQZCHL2,"1x Avocent [11:0:0:0] (USB - 64.00 KB),2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ7XK2,JQZCHL2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,JQZ6HK2,JQZCHL2,"2x THNSF8200CAME (SSD - 186.31 GB),2x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,9GDF482,CZNX0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZMW0Q2,CZNX0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBQJH2,CZNX0Q2,1x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBQHH2,CZNX0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,B0HL482,CZNX0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBSJH2,CZNX0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,CZMV0Q2,CZNX0Q2,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,JVBRJH2,CZNX0Q2,2x INTEL SSDSC1BG200G4R (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGQKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YFSKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZVF482,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGSKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGKKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGMKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,256.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGPKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGJKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YFPKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGRKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YFTKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGNKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZTK482,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGTKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YGLKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,1YFNKB2,5ZR5GB2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B3NWHV2,B3PZHV2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B3N1JV2,B3PZHV2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H8,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H9,2M260901HS,"1x HP EG001800JWFVC (SAS - 1.64 TB),3x HP EG1800JEHMD (SAS - 1.64 TB)",2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HD,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H3,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H4,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HB,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901HC,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H5,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H7,2M260901HS,"3x HP EG1800JEHMD (SAS - 1.64 TB),1x HP EG001800JWFVC (SAS - 1.64 TB)",2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL230aGen9,2M260901H6,2M260901HS,4x HP EG1800JEHMD (SAS - 1.64 TB),2x Corporation Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,1x Matrox Graphics Inc. (VGA Controller)
