model,serial,chassis_serial,disk,cpu,mem,gpu
ProLiantDL380Gen9,MXQ80802CQ,MXQ80802CQ,"21x HP EG001200JWJNQ (SAS - 1.09 TB),1x HP EG001200JWJNQ (y - 1.09 TB),3x VK000960GWJPF (SATA - 894.25 GB),1x VK000960GWSXH (SATA - 894.25 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,6VSWWK2,7WV2XK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,6VS2XK2,7WV2XK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),1x INTEL SSDSC1BG80 (RAID - 745.21 GB),1x THNSF8800CAME (SSD - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,6VS0XK2,7WV2XK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,6VS1XK2,7WV2XK2,"2x INTEL SSDSC1BG40 (RAID - 372.61 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2695 v4 @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GVY6B03,GW0BB03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GVY7B03,GW0BB03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,391JHK2,392NHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,391HHK2,392NHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,FMF6XQ2,FMG3XQ2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,FMF5XQ2,FMG3XQ2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,59M14Y2,59S04Y2,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,59M24Y2,59S04Y2,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ80802CS,MXQ80802CS,"16x HP EG001200JWJNQ (SAS - 1.09 TB),1x HP EG001200JWJNQ (y - 1.09 TB),5x HP EG001200JWFVA (SAS - 1.09 TB),2x VK000960GWJPF (SATA - 894.25 GB),1x VK000960GWSRT (SATA - 894.25 GB),1x VK000960GWSXH (SATA - 894.25 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZXK482,B65H482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CS1HGB2,B65H482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CRWDGB2,B65H482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CS1LGB2,B65H482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM620,F6ZDY12,B65H482,2x SEAGATE ST91000640SS (SAS - 931.51 GB),2x Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,256,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZXJ482,B65H482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZQH482,B65H482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM620,F6ZCY12,B65H482,2x SEAGATE ST91000640SS (SAS - 931.51 GB),2x Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,256,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CRVKGB2,B65H482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZZD482,B65H482,2x SEAGATE ST1200MM0088 (SAS - 1.09 TB),2x Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B00F482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B01F482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B01J482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B00L482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CRVJGB2,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZZG482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZZK482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B01H482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B00H482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B00G482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B00K482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,CS1KGB2,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B01G482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,B01K482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZZH482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,9ZZJ482,BS8L482,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR440,2YM2RP2,2YM2RP2,"2x SSDSC2KG480G7R (SSD - 447.13 GB),4x Micron_9200_MTFDHAL6T4TCU (NVMe - 5.82 TB)",2x Intel(R) Xeon(R) Silver 4116 CPU @ 2.10GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeR740xd,4VZD1S2,4VZD1S2,"6x THNSF8400CCSE (RAID - 372.00 GB),5x THNSF8800CCSE (RAID - 744.62 GB),1x THNSF8800CCSE (y - 744.62 GB)",2x Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,768,"1x Matrox Graphics Inc. (VGA Controller),1x nVidia Corporation (VGA Controller)"
ProLiantDL360Gen9,MXQ82004RH,MXQ82004RH,"6x HP EH000900JWCPN (SAS - 838.36 GB),2x VK000480GWCFE (SATA - 447.13 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2687W v4 @ 3.00GHz,128.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CJFB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CJDB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CJHB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CHHB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CHFB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CJGB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,6RG4SZ2,8CYFB03,1x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CHGB03,8CYFB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CMGB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,6RG5SZ2,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CNGB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CPDB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CMFB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CPFB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CNFB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC430,8CNDB03,8CZDB03,2x THNSF8200CAME (SSD - 186.31 GB),2x Intel(R) Xeon(R) CPU E5-2640 v4 @ 2.40GHz,96.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77J5LH2,7944LH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77JWKH2,7944LH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77JYKH2,7944LH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC630,77JXKH2,7944LH2,"2x INTEL SSDSC1BG20 (RAID - 186.31 GB),2x INTEL SSDSC1BG80 (RAID - 745.21 GB)",2x Intel(R) Xeon(R) CPU E5-2643 v4 @ 3.40GHz,128,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GTJ15Z2,GV1L9Z2,3x HGST HUSMR3216ASS200 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B6NVRZ2,B6FNRZ2,3x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,B6NTRZ2,B6FNRZ2,3x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,15S4DV2,736HHH2,"2x HGST HUSMR3216ASS200 (SAS - 1.46 TB),1x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB)",4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,344ZNY2,736HHH2,"2x HGST HUSMR3216ASS200 (SAS - 1.46 TB),1x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB)",4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantXL270dGen10,2M284304CB,2M284304CB,"2x MK000480GWEZH (SSD - 447.13 GB),2x MK000960GWEZK (SSD - 894.25 GB),1x HP MO006400JWTCD (SAS - 5.82 TB)",2x Corporation Intel(R) Xeon(R) Platinum 8176 CPU @ 2.10GHz,1536,"5x nVidia Corporation,1x Matrox Graphics Inc. (VGA Controller),3x nVidia Corporation (VGA Controller)"
ProLiantDL580Gen9,MXQ7320D8V,MXQ7320D8V,2x VK000480GWCFE (SATA - 447.13 GB),4x Corporation Intel(R) Xeon(R) CPU E7-8891 v4 @ 2.80GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,CZJ823096H,CZJ823096H,2x VK000480GWCFE (SATA - 447.13 GB),2x Corporation Intel(R) Xeon(R) CPU E5-2690 v4 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
ProLiantDL380Gen9,MXQ6210526,MXQ6210526,"2x VK0480GEPQP (SATA - 447.13 GB),2x LO0800KEFJR (NVMe - 745.21 GB)",2x Corporation Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz,512,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,C875MR2,C7Z4MR2,4x SAMSUNG MZILS1T6HEJH0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PD6SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QFBSD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PD8SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF8SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF8SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF4SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF6SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF6SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF3SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PD5SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PD9SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF9SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF5SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PDCSD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF7SD2,GSCYRD2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PDDSD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PFBSD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PDBSD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG6SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF4SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG8SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG4SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QFDSD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PD7SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF3SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG3SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QFCSD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG7SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6PF5SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QF7SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64.0,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeM630,6QG5SD2,1YVMKB2,2x INTEL SSDSC2BX20 (RAID - 186.31 GB),1x Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,64,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,392FHK2,393GHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,392GHK2,393GHK2,2x TOSHIBA PX05SVB096Y (SAS - 894.25 GB),4x Intel(R) Xeon(R) CPU E5-4667 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
PowerEdgeFC830,GVXBB03,GW05B03,4x SAMSUNG MZILT1T6HAJQ0D3 (SAS - 1.46 TB),4x Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,2048,1x Matrox Graphics Inc. (VGA Controller)
